Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species, Cells Counted , Cells/L ,SRC_method
19/03/2019,04:30,Pertunia,Primary sump,5000,20,,All species, 1 452 ,72600,363000
19/03/2019,04:30,Pertunia,After Drumfilter,5000,20,,All species, 1 276 ,63800,319000
14/02/2019,04:32,Pertunia,Primary sump,5000,20,,All species, 2 500 ,125000,625000
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,Polyedrum, 14 ,700,3500
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,Divergens, 7 ,350,1750
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,C. furca, 4 ,200,1000
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,Chaetocerus, 3 ,150,750
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,Depressum, 1 ,50,250
15/02/2019,04:36,Pertunia,Primary sump,5000,20,,Other, 26 ,1300,6500
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,,Polyedrum, 3 ,150,750
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,,Divergens, 4 ,200,1000
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,,C. furca, 3 ,150,750
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,,G. polygramma, 2 ,100,500
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,,Other, 11 ,550,2750
23/02/2019,04:45,Pertunia,Primary sump ,5000,10,,All species, 252 ,25200,126000
23/02/2019,04:45,Pertunia,After Drumfilter,5000,10,,All species, 210 ,21000,105000
08/03/2019,05:00,Pertunia,Primary sump,5000,25,,All species, 7 130 ,285200,1426000
08/03/2019,05:00,Pertunia,After Drumfilter,5000,20,,All species, 14 770 ,738500,3692500
09/03/2019,05:00,Pertunia,Primary sump,5000,10,,All species, 1 024 ,102400,512000
09/03/2019,05:00,Pertunia,After Drumfilter,5000,10,,All species, 132 ,13200,66000
10/03/2019,05:00,Pertunia,Primary sump,5000,20,,All species, 430 ,21500,107500
10/03/2019,05:00,Pertunia,After Drumfilter,5000,20,,All species, 328 ,16400,82000
18/02/2019,05:00,Pertunia,Primary sump,5000,20,,All species, 2 000 ,100000,500000
18/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,All species, 480 ,24000,120000
20/02/2019,05:00,Sarah,Primary sump,5000,20,,All species, 857 ,42850,214250
20/02/2019,05:00,Sarah,After Drumfilter,5000,20,,All species, 377 ,18850,94250
21/03/2019,05:00,Pertunia,Primary sump Sump,5000,20,,All species, 3 764 ,188200,941000
21/03/2019,05:00,Pertunia,After Drumfilter,5000,20,,All species, 4 588 ,229400,1147000
22/03/2019,05:00,Pertunia,Primary sump sump,5000,20,,All species, 5 500 ,275000,1375000
22/03/2019,05:00,Pertunia,After Drumfilter,5000,20,,All species, 7 090 ,354500,1772500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Pleurosigma, 2 ,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Polyedrum, 102 ,5100,25500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,C. furca, 6 ,300,1500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,C. fusus, 2 ,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Licmophora, 1 ,50,250
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Coscinodiscus Granii, 2 ,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,G. polygramma, 4 ,200,1000
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,B. paxillifera, 3 ,150,750
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,K. cristata, 2 ,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Divergens, 3 ,150,750
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,C. tripos, 1 ,50,250
25/02/2019,05:00,Pertunia,Primary sump,5000,20,,Melosira, 1 ,50,250
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,chaetoceros, 1 ,50,250
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,Polyedrum, 200 ,10000,50000
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,C. furca, 19 ,950,4750
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,C. fusus, 4 ,200,1000
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,Noctiluca, 2 ,100,500
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,Coscinodiscus Granii, 3 ,150,750
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,G. polygramma, 3 ,150,750
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,B. paxillifera, 2 ,100,500
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,C. Dens, 1 ,50,250
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,Divergens, 7 ,350,1750
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,,Diabolum, 1 ,50,250
26/02/2019,05:00,Pertunia,Primary sump,5000,5,,All species, 813 ,162600,813000
26/02/2019,05:00,Pertunia,After Drumfilter,5000,5,,All species, 622 ,124400,622000
26/03/2019,05:00,Pertunia,Primary sump,5000,20,,All species,277,13850,69250
28/02/2019,05:00,Pertunia,Primary sump ,5000,5,,All species, 431 ,86200,431000
28/02/2019,05:00,Pertunia,After Drumfilter,5000,5,,All species, 494 ,98800,494000
26/03/2019,05:05,Pertunia,After Drumfilter,5000,20,,All species,174,8700,43500
23/03/2019,05:30,Sarah,Primary sump,5000,20,,All species, 2 900 ,145000,725000
02/03/2019,06:00,Sarah,Primary sump ,5000,10,,All species, 420 ,42000,210000
03/03/2019,06:00,Sarah,Primary sump ,5000,10,,All species, 244 ,24400,122000
03/03/2019,06:00,Sarah,After Drumfilter,5000,10,,All species, 68 ,6800,34000
12/03/2019,06:00,Sarah,Primary sump,5000,20,,All species, 244 ,12200,61000
19/03/2019,06:00,Pertunia,Primary sump,5000,20,,All species, 1 160 ,58000,290000
19/03/2019,06:00,Pertunia,After Drumfilter,5000,20,,All species, 732 ,36600,183000
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. furca, 4 ,200,1000
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,Coscinodiscus Granii, 5 ,250,1250
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,Divergens, 2 ,100,500
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,Polyedrum, 281 ,14050,70250
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,Diabolum, 1 ,50,250
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,G. polygramma, 8 ,400,2000
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,depressum, 3 ,150,750
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,Melosira, 6 ,300,1500
21/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. fusus, 2 ,100,500
21/02/2019,06:00,Pertunia,After Drumfilter,5000,20,,All species, 597 ,29850,149250
22/02/2019,06:00,Pertunia,Primary sump,5000,10,,All species, 539 ,53900,269500
22/02/2019,06:00,Pertunia,After Drumfilter,5000,10,,All species, 482 ,48200,241000
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,D. acuminata, 1 ,50,250
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Polyedrum, 159 ,7950,39750
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. fusus, 2 ,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,K. cristata, 2 ,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Rhizosolenia, 1 ,50,250
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Coscinodiscus Granii, 4 ,200,1000
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Noctiluca, 1 ,50,250
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Micans, 1 ,50,250
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,G. polygramma, 5 ,250,1250
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Diabolum, 2 ,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. furca, 2 ,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,,Divergens, 2 ,100,500
24/02/2019,06:00,Pertunia,After Drumfilter,5000,20,,All species, 80 ,4000,20000
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,Micans, 1 ,50,250
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,Polyedrum, 196 ,9800,49000
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. furca, 22 ,1100,5500
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. fusus, 8 ,400,2000
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,Divergens, 2 ,100,500
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,Coscinodiscus Granii, 3 ,150,750
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,G. polygramma, 1 ,50,250
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,Licmophora, 1 ,50,250
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,C. Dens, 1 ,50,250
25/02/2019,06:00,Pertunia,Primary sump,5000,20,,K. cristata, 2 ,100,500
26/02/2019,06:00,Pertunia,Primary sump ,5000,20,,All species, 5 860 ,293000,1465000
26/02/2019,06:00,Pertunia,After Drumfilter,5000,20,,All species, 5 460 ,273000,1365000
27/03/2019,06:00,Sarah,Primary sump,5000,20,,Protoperidinium conicum,5,250,1250
27/03/2019,06:00,Sarah,Primary sump,5000,20,,Ceratium furca,3,150,750
27/03/2019,06:00,Sarah,Primary sump,5000,20,,Other,3,150,750
27/03/2019,06:00,Sarah,Primary sump,5000,20,,P. Gracile,3,150,750
27/03/2019,06:00,Sarah,Primary sump,5000,20,,Prorocentrum micans,92,4600,23000
27/03/2019,06:00,Sarah,Primary sump,5000,20,,Lingulodinium polyedrum,98,4900,24500
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Protoperidinium conicum,1,50,250
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Ceratium furca,1,50,250
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Ceratium fusus,1,50,250
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Other,6,300,1500
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Prorocentrum micans,48,2400,12000
27/03/2019,06:00,Sarah,After Drumfilter,5000,20,,Lingulodinium polyedrum,41,2050,10250
14/02/2019,06:07,Pertunia,Primary sump,5000,20,,All species, 520 ,26000,130000
14/02/2019,06:10,Pertunia,After Drumfilter,5000,20,,All species, 19 ,950,4750
13/02/2019,06:45,Werner,Primary sump,5000,20,,All species, 1 000 ,50000,250000
13/02/2019,06:45,Werner,After Drumfilter,5000,20,,All species, 500 ,25000,125000
01/04/2019,07:00,Share,Primary sump,5000,20,,All species,2155,107750,538750
08/03/2019,07:00,Sarah,After Drumfilter,5000,20,,All species, 8 030 ,401500,2007500
27/02/2019,07:00,Sarah,Primary sump ,5000,10,,All species, 481 ,48100,240500
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,C.dens,2,100,500
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Coscinodiscus Granii,1,50,250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Cysts,1,50,250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Dinophysis acuminata,1,50,250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,9,450,2250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Ceratium furca,18,900,4500
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Ceratium fusus,20,1000,5000
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Karenia cristata,3,150,750
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,P.gracile,13,650,3250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Prorocentrum micans,177,8850,44250
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Lingulodinium polyedrum,202,10100,50500
26/03/2019,07:20,Pertunia,Primary sump,5000,20,,Gonyaulax polygramma,1,50,250
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Coscinodiscus Granii,1,50,250
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Cysts,2,100,500
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Dinophysis acuminata,1,50,250
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Protoperidinium diabolum,2,100,500
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Protoperidinium divergens,9,450,2250
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Ceratium furca,16,800,4000
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Ceratium fusus,10,500,2500
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,P.gracile,10,500,2500
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Prorocentrum micans,114,5700,28500
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Lingulodinium polyedrum,127,6350,31750
26/03/2019,07:25,Pertunia,After Drumfilter,5000,20,,Gonyaulax polygramma,2,100,500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Ceratium furca,41,4100,20500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Ceratium fusus,18,1800,9000
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Prorocentrum micans,145,14500,72500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Dinophysis acuminata,1,100,500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Gonyaulax polygramma,3,300,1500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Chaetoceros sp.,1,100,500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Lingulodinium polyedrum,73,7300,36500
04/04/2019,07:30,Lorna,Primary sump,5000,10,,Protoperidinium divergens,13,1300,6500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Ceratium furca,21,2100,10500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Ceratium fusus,9,900,4500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Chaetoceros sp.,1,100,500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Dinophysis acuminata,1,100,500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Gonyaulax polygramma,5,500,2500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Prorocentrum micans,102,10200,51000
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Protoperidinium divergens,17,1700,8500
04/04/2019,07:30,Lorna,After Drumfilter,5000,10,,Lingulodinium polyedrum,84,8400,42000
08/03/2019,07:30,Sarah,Primary sump,5000,20,,All species, 7 820 ,391000,1955000
10/03/2019,07:30,Sarah,Primary sump,5000,20,,All species, 375 ,18750,93750
10/03/2019,07:30,Sarah,After Drumfilter,5000,20,,All species, 211 ,10550,52750
11/03/2019,07:30,Sarah,Primary sump,5000,20,,All species, 580 ,29000,145000
11/03/2019,07:30,Sarah,After Drumfilter,5000,20,,All species, 1 256 ,62800,314000
13/03/2019,07:30,Chriss-Mart,Primary sump,5000,20,,All species, 108 ,5400,27000
13/03/2019,07:30,Chriss-Mart,After Drumfilter,5000,20,,All species, 48 ,2400,12000
14/04/2019,07:30,Sarah,Primary sump,5000,20,,Ceratium furca,90,4500,22500
14/04/2019,07:30,Sarah,Primary sump,5000,20,,Ceratium fusus,110,5500,27500
14/04/2019,07:30,Sarah,Primary sump,5000,20,,Lingulodinium polyedrum,40,2000,10000
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Ceratium fusus,95,4750,23750
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Prorocentrum micans,2,100,500
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Ceratium furca,35,1750,8750
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Lingulodinium polyedrum,13,650,3250
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Protoperidinium diabolum,2,100,500
14/04/2019,07:30,Sarah,After Drumfilter,5000,20,,Dinophysis acuminata,1,50,250
15/03/2019,07:30,Sarah,Primary sump,5000,20,,All species, 296 ,14800,74000
19/03/2019,07:30,Sarah,Primary sump,5000,20,,All species, 533 ,26650,133250
19/03/2019,07:30,Sarah,After Drumfilter,5000,20,,All species, 1 892 ,94600,473000
20/04/2019,07:30,Share,Primary sump,5000,20,,Lingulodinium polyedrum,19,950,4750
21/03/2019,07:30,,Primary sump sump,5000,20,,All species, 2 844 ,142200,711000
21/03/2019,07:30,Lorna,After Drumfilter,5000,20,,All species, 4 740 ,237000,1185000
25/03/2019,07:30,Lorna,Primary sump sump,5000,1,,All species, 120 ,120000,600000
25/03/2019,07:30,Lorna,After Drumfilter,5000,20,,All species, 5 690 ,284500,1422500
28/03/2019,07:30,Lorna,Primary sump,5000,20,,Protoperidinium conicum,7,350,1750
28/03/2019,07:30,Lorna,Primary sump,5000,20,,Ceratium furca,28,1400,7000
28/03/2019,07:30,Lorna,Primary sump,5000,20,,Ceratium fusus,8,400,2000
28/03/2019,07:30,Lorna,Primary sump,5000,20,,Prorocentrum micans,280,14000,70000
28/03/2019,07:30,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,170,8500,42500
28/03/2019,07:30,Lorna,After Drumfilter,5000,20,,Protoperidinium conicum,3,150,750
28/03/2019,07:30,Lorna,After Drumfilter,5000,20,,Ceratium furca,18,900,4500
28/03/2019,07:30,Lorna,After Drumfilter,5000,20,,Ceratium fusus,3,150,750
28/03/2019,07:30,Lorna,After Drumfilter,5000,20,,Prorocentrum micans,70,3500,17500
28/03/2019,07:30,Lorna,After Drumfilter,5000,20,,Lingulodinium polyedrum,47,2350,11750
30/03/2019,07:30,Lorna,Primary sump,5000,10,,HAB Total Count,142,14200,71000
30/03/2019,07:30,Lorna,After Drumfilter,5000,10,,HAB Total Count,40,4000,20000
10/04/2019,07:35,Lorna,Primary sump,5000,20,,Ceratium fusus,16,800,4000
10/04/2019,07:35,Lorna,Primary sump,5000,20,,Ceratium furca,10,500,2500
10/04/2019,07:35,Lorna,Primary sump,5000,20,,Lingulodinium polyedrum,54,2700,13500
10/04/2019,07:35,Lorna,Primary sump,5000,20,,Prorocentrum micans,1,50,250
10/04/2019,07:35,Lorna,Primary sump,5000,20,,Protoperidinium conicum,8,400,2000
11/04/2019,07:35,Pertunia,Primary sump,5000,20,,Lingulodinium polyedrum,95,4750,23750
14/02/2019,07:39,Lorna,Primary sump,5000,20,,All species, 380 ,19000,95000
03/04/2019,07:40,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,3,150,750
03/04/2019,07:40,Lorna,Primary sump,5000,20,,Protoperidinium divergens,9,450,2250
03/04/2019,07:40,Lorna,Primary sump,5000,20,,Ceratium furca,404,20200,101000
03/04/2019,07:40,Lorna,Primary sump,5000,20,,Prorocentrum micans,238,11900,59500
03/04/2019,07:40,Lorna,Primary sump,5000,20,,Lingulodinium polyedrum,85,4250,21250
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Dinophysis acuminata,1,50,250
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Protoperidinium diabolum,1,50,250
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Protoperidinium divergens,1,50,250
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Ceratium furca,190,9500,47500
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Ceratium fusus,1,50,250
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Prorocentrum micans,135,6750,33750
03/04/2019,07:40,Lorna,After Drumfilter,5000,20,,Lingulodinium polyedrum,47,2350,11750
07/03/2019,07:40,Lorna,Primary sump,5000,5,,All species, 320 ,64000,320000
07/03/2019,07:40,Lorna,After Drumfilter,5000,5,,All species, 249 ,49800,249000
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Ceratium fusus,54,5400,27000
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Ceratium furca,42,4200,21000
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Lingulodinium polyedrum,61,6100,30500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Protoperidinium conicum,15,1500,7500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Prorocentrum micans,3,300,1500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Dinophysis acuminata,1,100,500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Ceratium fusus,11,1100,5500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Lingulodinium polyedrum,13,1300,6500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Ceratium furca,7,700,3500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Prorocentrum micans,5,500,2500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Protoperidinium diabolum,2,200,1000
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Protoperidinium conicum,5,500,2500
09/04/2019,07:40,Pertunia,Primary sump,5000,10,,Pseudo-nitzschia australis,1,100,500
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,C.dens,1,50,250
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Cysts,2,100,500
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,6,300,1500
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Ceratium furca,72,3600,18000
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Ceratium fusus,1,50,250
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Karenia cristata,1,50,250
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Licmophora,3,150,750
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Prorocentrum micans,455,22750,113750
29/03/2019,07:40,Pertunia,Primary sump,5000,20,,Lingulodinium polyedrum,294,14700,73500
29/03/2019,07:40,Pertunia,After Drumfilter,5000,20,,Cysts,2,100,500
29/03/2019,07:40,Pertunia,After Drumfilter,5000,20,,Ceratium furca,13,650,3250
29/03/2019,07:40,Pertunia,After Drumfilter,5000,20,,Ceratium fusus,3,150,750
29/03/2019,07:40,Pertunia,After Drumfilter,5000,20,,Prorocentrum micans,121,6050,30250
29/03/2019,07:40,Pertunia,After Drumfilter,5000,20,,Lingulodinium polyedrum,51,2550,12750
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,91,4550,22750
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Prorocentrum micans,2,100,500
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Ceratium furca,97,4850,24250
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Ceratium fusus,108,5400,27000
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Dinophysis acuminata,2,100,500
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Lingulodinium polyedrum,116,5800,29000
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,3,150,750
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,1,50,250
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Protoperidinium oceanicum,2,100,500
08/04/2019,07:43,Pertunia,Primary sump,5000,20,,Octactis sp. ,1,50,250
15/02/2019,07:43,Ruan,Primary sump,5000,20,,P. conicum, 3 ,150,750
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Licmophora, 4 ,200,1000
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Polyedrum, 12 ,600,3000
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Chaetoceros, 2 ,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,,C. furca, 2 ,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,,G. polygramma, 7 ,350,1750
15/02/2019,07:43,Ruan,Primary sump,5000,20,,bright weli, 2 ,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,,C. similis, 5 ,250,1250
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Divergens, 3 ,150,750
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Pseudo-Nitzschia, 2 ,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,,Octactic, 1 ,50,250
06/03/2019,07:44,Lorna,Primary sump,5000,10,,All species, 432 ,43200,216000
06/03/2019,07:44,Lorna,After Drumfilter,5000,10,,All species, 150 ,15000,75000
19/02/2019,07:44,Lorna,Primary sump,5000,20,,G. polygramma, 784 ,39200,196000
19/02/2019,07:44,Lorna,Primary sump,5000,20,,C. furca, 13 ,650,3250
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Diatoms, 58 ,2900,14500
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Chaetoceros, 7 ,350,1750
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Polyedrum, 149 ,7450,37250
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Depressum, 2 ,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,,P. conicum, 16 ,800,4000
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Pyrophacus, 2 ,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Rhizosolenia, 2 ,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,,C. fusus, 2 ,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Pseudo-Nitzschia, 5 ,250,1250
19/02/2019,07:44,Lorna,Primary sump,5000,20,,Diabolum, 1 ,50,250
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,G. polygramma, 241 ,12050,60250
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,P. conicum, 6 ,300,1500
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,Diatoms, 19 ,950,4750
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,C. fusus, 1 ,50,250
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,Polyedrum, 17 ,850,4250
19/02/2019,07:44,Lorna,After Drumfilter,5000,20,,C. furca, 5 ,250,1250
02/04/2019,07:45,Lorna,Primary sump,5000,5,,HAB Total Count,32,6400,32000
02/04/2019,07:45,Lorna,After Drumfilter,5000,5,,HAB Total Count,59,11800,59000
09/03/2019,07:45,Sarah,Primary sump,5000,20,,All species, 497 ,24850,124250
09/03/2019,07:45,Sarah,After Drumfilter,5000,20,,All species, 207 ,10350,51750
12/04/2019,07:45,Lorna,Primary sump,5000,5,,Ceratium fusus,66,13200,66000
12/04/2019,07:45,Lorna,Primary sump,5000,5,,Ceratium furca,9,1800,9000
12/04/2019,07:45,Lorna,Primary sump,5000,5,,Lingulodinium polyedrum,21,4200,21000
12/04/2019,07:45,Lorna,Primary sump,5000,5,,Protoperidinium conicum,13,2600,13000
14/03/2019,07:45,Chriss-Mart,Primary sump,5000,20,,All species, 128 ,6400,32000
15/04/2019,07:45,Lorna,Primary sump,5000,20,,All species,309,15450,77250
16/04/2019,07:45,Lorna,Primary sump,5000,20,,All species,142,7100,35500
18/02/2019,07:45,Sarah,Primary sump,5000,20,,Polyedrum, 488 ,24400,122000
18/02/2019,07:45,Sarah,Primary sump,5000,20,,Diatoms, 20 ,1000,5000
18/02/2019,07:45,Sarah,Primary sump,5000,20,,others, 267 ,13350,66750
18/02/2019,07:45,Sarah,After Drumfilter,5000,20,,Polyedrum, 228 ,11400,57000
18/02/2019,07:45,Sarah,After Drumfilter,5000,20,,Diatoms, 9 ,450,2250
18/02/2019,07:45,Sarah,After Drumfilter,5000,20,,others, 99 ,4950,24750
18/04/2019,07:45,Sarah,Primary sump,5000,20,,Ceratium furca,28,1400,7000
18/04/2019,07:45,Sarah,Primary sump,5000,20,,Lingulodinium polyedrum,8,400,2000
18/04/2019,07:45,Sarah,Primary sump,5000,20,,Ceratium fusus,9,450,2250
