RowCode,Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species,Cells Counted,Cells/L,SRC_method
2609,04/03/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,4,200,1000
2610,04/03/2019,08:00,Pertunia,Primary sump,5000,20,,Licmophora sp.,3,150,750
2611,04/03/2019,08:00,Pertunia,Primary sump,5000,20,,Pleurosigma sp.,1,50,250
2612,04/03/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis tripos,1,50,250
2613,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Protoperidinium diabolum,1,50,250
2614,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Prorocentrum micans,24,1200,6000
2615,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Prorocentrum gracile,6,300,1500
2616,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Lingulodinium polyedra,33,1650,8250
2617,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Ceratium fusus,3,150,750
2618,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Ceratium furca,3,150,750
2619,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Cyst,6,300,1500
2620,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Protoperidinium divergens,8,400,2000
2621,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Licmophora sp.,5,250,1250
2622,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Ditylum bright-welli,1,50,250
2623,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Navicula sp.,3,150,750
2624,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Ditylum bright-welli,1,50,250
2625,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Melosira sp.,2,100,500
2626,04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,,Karenia sp.,2,100,500
2627,04/07/2019,08:00,Lorna,Primary sump,5000,20,,Prorocentrum sigmoides,1,50,250
2628,04/07/2019,08:00,Lorna,Primary sump,5000,20,,Octactis sp.,2,100,500
2629,04/07/2019,08:00,Lorna,Primary sump,5000,20,,Prorocentrum gracile,1,50,250
2630,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Dictyocha sp.,1,50,250
2631,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis acuminata,2,100,500
2632,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,7,350,1750
2633,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,11,550,2750
2634,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Noctiluca sp.,9,450,2250
2635,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Gonyaulax spinifera,12,600,3000
2636,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,8,400,2000
2637,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium depressum,1,50,250
2638,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,1,50,250
2639,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,1,50,250
2640,05/02/2019,08:00,Pertunia,Primary sump,5000,20,,Other,1,50,250
2641,05/03/2019,08:00,Sarah,Primary sump,5000,20,,All species,447,22350,111750
2642,05/03/2019,08:00,Sarah,After Drumfilter,5000,20,,All species,66,3300,16500
2643,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Prorocentrum micans,50,5000,25000
2644,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Ceratium furca,9,900,4500
2645,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Lingulodinium polyedra,46,4600,23000
2646,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Gonyaulax polygramma,2,200,1000
2647,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Ceratium fusus,19,1900,9500
2648,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Protoperidinium conicum,7,700,3500
2649,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Rhizosolenia sp.,3,300,1500
2650,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Ceratium tripos,1,100,500
2651,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Dinophysis acuminata,1,100,500
2652,05/04/2019,08:00,Pertunia,Primary sump,5000,10,,Protoperidinium diabolum,1,100,500
2653,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Prorocentrum micans,65,6500,32500
2654,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Lingulodinium polyedra,40,4000,20000
2655,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Ceratium furca,10,1000,5000
2656,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Ceratium fusus,9,900,4500
2657,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Protoperidinium conicum,6,600,3000
2658,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Protoperidinium diabolum,1,100,500
2659,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Rhizosolenia sp.,1,100,500
2660,05/04/2019,08:00,Pertunia,After Drumfilter,5000,10,,Gonyaulax polygramma,4,400,2000
2661,05/07/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia australis,1,50,250
2662,05/07/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,1,50,250
2663,05/07/2019,08:00,Lorna,Primary sump,5000,20,,Octactis sp.,2,100,500
2664,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,51,2550,12750
2665,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,32,1600,8000
2666,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Prorocentrum micans,13,650,3250
2667,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,17,850,4250
2668,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,120,6000,30000
2669,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,2,100,500
2670,06/04/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis acuminata,2,100,500
2671,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,4,200,1000
2672,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,2,100,500
2673,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,1,50,250
2674,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,1,50,250
2675,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,5,250,1250
2676,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2677,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,6,300,1500
2678,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,1,50,250
2679,07/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,1,50,250
2680,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,3,150,750
2681,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,5,250,1250
2682,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,5,250,1250
2683,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Gonyaulax polygramma,1,50,250
2684,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,2,100,500
2685,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium depressum,1,50,250
2686,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,2,100,500
2687,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Noctiluca sp.,4,200,1000
2688,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,2,100,500
2689,07/02/2019,08:00,Pertunia,Primary sump,5000,20,,Dictyocha sp.,1,50,250
2690,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,105,5250,26250
2691,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,17,850,4250
2692,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,39,1950,9750
2693,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Prorocentrum micans,8,400,2000
2694,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,27,1350,6750
2695,07/04/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis acuminata,1,50,250
2696,07/06/2019,08:00,Pertunia,Primary sump,5000,8,,Prorocentrum micans,2,250,1250
2697,07/06/2019,08:00,Pertunia,Primary sump,5000,8,,Prorocentrum minimum,3,375,1875
2698,07/06/2019,08:00,Pertunia,Primary sump,5000,8,,Coscinodiscus granii,3,375,1875
2699,07/06/2019,08:00,Pertunia,Primary sump,5000,8,,Cyst,1,125,625
2700,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,5,250,1250
2701,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,5,250,1250
2702,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,9,450,2250
2703,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,4,200,1000
2704,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2705,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,1,50,250
2706,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,3,150,750
2707,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,4,200,1000
2708,08/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,28,1400,7000
2709,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,5,250,1250
2710,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,11,550,2750
2711,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Gonyaulax polygramma,1,50,250
2712,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium divergens,1,50,250
2713,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,1,50,250
2714,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,2,100,500
2715,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,1,50,250
2716,08/02/2019,08:00,Pertunia,Primary sump,5000,20,,Other,2,100,500
2717,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,2,100,500
2718,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,3,150,750
2719,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,1,50,250
2720,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,2,100,500
2721,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,1,50,250
2722,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,2,100,500
2723,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,1,50,250
2724,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,1,50,250
2725,09/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,9,450,2250
2726,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,11,550,2750
2727,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,5,250,1250
2728,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,4,200,1000
2729,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,3,150,750
2730,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,2,100,500
2731,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,7,350,1750
2732,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2733,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,3,150,750
2734,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Zigabikodinium sp.,1,50,250
2735,10/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,21,1050,5250
2736,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,11,550,2750
2737,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,3,150,750
2738,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,5,250,1250
2739,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,5,250,1250
2740,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,3,150,750
2741,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,4,200,1000
2742,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,4,200,1000
2743,11/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,21,1050,5250
2744,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,199,9950,49750
2745,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,5,250,1250
2746,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,5,250,1250
2747,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis tripos,2,100,500
2748,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Rhizosolenia sp.,4,200,1000
2749,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,4,200,1000
2750,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,20,1000,5000
2751,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,14,700,3500
2752,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Pseudo-nitzschia sp.,5,250,1250
2753,12/02/2019,08:00,Pertunia,Primary sump,5000,20,,Other,34,1700,8500
2754,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Prorocentrum micans,2,31.74603175,158.7301587
2755,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Prorocentrum sigmoides,1,15.87301587,79.36507937
2756,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Prorocentrum minimum,54,857.1428571,4285.714286
2757,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Coscinodiscus granii,1,15.87301587,79.36507937
2758,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Pleurosigma sp.,1,15.87301587,79.36507937
2759,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Bacillaria sp.,2,31.74603175,158.7301587
2760,12/06/2019,08:00,Pertunia,Primary sump,5000,63,,Licmophora sp.,2,31.74603175,158.7301587
2761,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Ceratium furca,1,22.22222222,111.1111111
2762,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Ceratium fusus,1,22.22222222,111.1111111
2763,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Prorocentrum sigmoides,1,22.22222222,111.1111111
2764,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Prorocentrum minimum,34,755.5555556,3777.777778
2765,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Coscinodiscus granii,4,88.88888889,444.4444444
2766,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Bacillaria sp.,1,22.22222222,111.1111111
2767,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Triceratium sp.,1,22.22222222,111.1111111
2768,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Ditylum bright-welli,1,22.22222222,111.1111111
2769,13/06/2019,08:00,Pertunia,Primary sump,5000,45,,Melosira sp.,1,22.22222222,111.1111111
2770,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,6,300,1500
2771,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,12,600,3000
2772,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,6,300,1500
2773,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Zigabikodinium sp.,3,150,750
2774,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,5,250,1250
2775,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,5,250,1250
2776,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,3,150,750
2777,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,4,200,1000
2778,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Dinophysis tripos,3,150,750
2779,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,2,100,500
2780,14/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,28,1400,7000
2781,14/06/2019,08:00,Pertunia,Primary sump,5000,16,,Prorocentrum micans,1,62.5,312.5
2782,14/06/2019,08:00,Pertunia,Primary sump,5000,16,,Prorocentrum minimum,12,750,3750
2783,14/06/2019,08:00,Pertunia,Primary sump,5000,16,,Coscinodiscus granii,1,62.5,312.5
2784,14/06/2019,08:00,Pertunia,Primary sump,5000,16,,Triceratium sp.,1,62.5,312.5
2785,14/06/2019,08:00,Pertunia,Primary sump,5000,16,,Ditylum bright-welli,1,62.5,312.5
2786,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,5,250,1250
2787,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,4,200,1000
2788,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,4,200,1000
2789,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,4,200,1000
2790,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,3,150,750
2791,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Zigabikodinium sp.,1,50,250
2792,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,4,200,1000
2793,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Dinophysis tripos,2,100,500
2794,15/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,18,900,4500
2795,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,4,200,1000
2796,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,7,350,1750
2797,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,5,250,1250
2798,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,6,300,1500
2799,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,3,150,750
2800,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,2,100,500
2801,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,1,50,250
2802,16/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,27,1350,6750
2803,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,4,200,1000
2804,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,2,100,500
2805,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,3,150,750
2806,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,8,400,2000
2807,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,2,100,500
2808,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,1,50,250
2809,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2810,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Zigabikodinium sp.,3,150,750
2811,17/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,8,400,2000
2812,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2813,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,4,200,1000
2814,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,2,100,500
2815,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,5,250,1250
2816,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Dinophysis tripos,1,50,250
2817,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,2,100,500
2818,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,3,150,750
2819,18/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,14,700,3500
2820,18/06/2019,08:00,Pertunia,Primary sump,5000,22,,Prorocentrum minimum,22,1000,5000
2821,19/06/2019,08:00,Pertunia,Primary sump,5000,19,,Prorocentrum minimum,19,1000,5000
2822,19/06/2019,08:00,Pertunia,Primary sump,5000,19,,Licmophora sp.,1,52.63157895,263.1578947
2823,20/06/2019,08:00,Pertunia,Primary sump,5000,11,,Ceratium tripos,1,90.90909091,454.5454545
2824,20/06/2019,08:00,Pertunia,Primary sump,5000,11,,Prorocentrum minimum,7,636.3636364,3181.818182
2825,20/06/2019,08:00,Pertunia,Primary sump,5000,11,,Licmophora sp.,1,90.90909091,454.5454545
2826,20/06/2019,08:00,Pertunia,Primary sump,5000,11,,Navicula sp.,2,181.8181818,909.0909091
2827,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Gonyaulax polygramma,4,200,1000
2828,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium diabolum,2,100,500
2829,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Zigabikodinium sp.,2,100,500
2830,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Chaetoceros sp.,4,200,1000
2831,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,2,100,500
2832,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium fusus,2,100,500
2833,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Pseudo-nitzschia sp.,1,50,250
2834,21/01/2019,08:00,Lorna,Primary sump,5000,20,,Other,7,350,1750
2835,21/06/2019,08:00,Pertunia,Primary sump,5000,7,,Prorocentrum sigmoides,1,142.8571429,714.2857143
2836,21/06/2019,08:00,Pertunia,Primary sump,5000,7,,Prorocentrum minimum,5,714.2857143,3571.428571
2837,21/06/2019,08:00,Pertunia,Primary sump,5000,7,,Navicula sp.,1,142.8571429,714.2857143
2838,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,23,1150,5750
2839,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,3,150,750
2840,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,24,1200,6000
2841,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,5,250,1250
2842,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,12,600,3000
2843,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Rhizosolenia sp.,15,750,3750
2844,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Pseudo-nitzschia sp.,6,300,1500
2845,22/01/2019,08:00,Pertunia,Primary sump,5000,20,,Other,37,1850,9250
2846,22/03/2019,08:00,Lorna,Primary sump,5000,20,,All species,6330,316500,1582500
2847,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Noctiluca sp.,17,850,4250
2848,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Rhizosolenia sp.,7,350,1750
2849,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,69,3450,17250
2850,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,21,1050,5250
2851,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,72,3600,18000
2852,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,10,500,2500
2853,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,29,1450,7250
2854,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Pseudo-nitzschia sp.,3,150,750
2855,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,9,450,2250
2856,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis tripos,2,100,500
2857,23/01/2019,08:00,Pertunia,Primary sump,5000,20,,Other,27,1350,6750
2858,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,104,5200,26000
2859,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,45,2250,11250
2860,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Noctiluca sp.,3,150,750
2861,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,51,2550,12750
2862,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,30,1500,7500
2863,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,13,650,3250
2864,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Alexandrium sp.,52,2600,13000
2865,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,6,300,1500
2866,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Rhizosolenia sp.,8,400,2000
2867,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis tripos,1,50,250
2868,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Pseudo-nitzschia sp.,1,50,250
2869,24/01/2019,08:00,Pertunia,Primary sump,5000,20,,Other,22,1100,5500
2870,25/02/2019,08:00,Sarah,Primary sump,5000,20,,All species,1490,74500,372500
2871,25/02/2019,08:00,Sarah,After Drumfilter,5000,20,,All species,647,32350,161750
2872,26/03/2019,08:00,Sarah,Primary sump,5000,20,,All species,214,10700,53500
2873,26/03/2019,08:00,Sarah,After Drumfilter,5000,20,,All species,121,6050,30250
2874,26/06/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,3,150,750
2875,26/06/2019,08:00,Lorna,Primary sump,5000,20,,Protoperidinium conicum,2,100,500
2876,26/06/2019,08:00,Lorna,Primary sump,5000,20,,Octactis sp.,4,200,1000
2877,26/06/2019,08:00,Lorna,Primary sump,5000,20,,Rhizosolenia sp.,1,50,250
2878,26/06/2019,08:00,Lorna,Primary sump,5000,20,,Ditylum bright-welli,1,50,250
2879,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium fusus,2,100,500
2880,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Ceratium furca,11,550,2750
2881,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Lingulodinium polyedra,24,1200,6000
2882,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium diabolum,4,200,1000
2883,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Protoperidinium conicum,8,400,2000
2884,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Noctiluca sp.,1,50,250
2885,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Dinophysis tripos,1,50,250
2886,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Chaetoceros sp.,1,50,250
2887,27/01/2019,08:00,Pertunia,Primary sump,5000,20,,Other,3,150,750
2888,27/02/2019,08:00,Sarah,After Drumfilter,5000,10,,All species,642,64200,321000
2889,27/02/2019,08:00,Pertunia,Primary sump,5000,5,,All species,312,62400,312000
2890,27/02/2019,08:00,Pertunia,After Drumfilter,5000,5,,All species,622,124400,622000
2891,27/06/2019,08:00,Lorna,Primary sump,5000,20,,Ceratium furca,2,100,500
