Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species, Cells Counted , Cells/L ,,Yellow_block,RG_meth,SRC_method
21/02/2019,15:00:00,Sarah,Primary sump,5000,5,0.005,All species,188,7 520,37 600,188000,940,7520000
24/02/2019,00:00:00,Pertunia,After Drumfilter,5000,5,0.005, All species ,185,7 400,37 000,185000,925,7400000
23/02/2019,20:00:00,Pertunia,After Drumfilter,5000,5,0.005,All species,156,6 240,31 200,156000,780,6240000
01/03/2019,09:30:00,Pertunia,After Drumfilter,5000,5,0.005,All species,153,6 120,30 600,153000,765,6120000
23/02/2019,15:15:00,Lorna,Primary sump,5000,5,0.005,Diabolum,142,5 680,28 400,142000,710,5680000
09/03/2019,10:00:00,Sarah,Nursery,5000,5,0.005,All species,136,5 440,27 200,136000,680,5440000
21/02/2019,13:15:00,Sarah,After Drumfilter,5000,5,0.005,All species,136,5 440,27 200,136000,680,5440000
23/02/2019,14:30:00,Lorna,Primary sump,5000,5,0.005,Polyedrum,131,5 240,26 200,131000,655,5240000
01/04/2019,10:00:00,Lorna,After Drumfilter,5000,5,0.005,All species,125,5 000,25 000,125000,625,5000000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,C. furca,124,4 960,24 800,124000,620,4960000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,P. conicum,122,4 880,24 400,122000,610,4880000
26/02/2019,19:00:00,Pertunia,Settlement inside,5000,5,0.005,All species,119,4 760,23 800,119000,595,4760000
26/02/2019,20:00:00,Pertunia,After Drumfilter,5000,5,0.005,All species,119,4 760,23 800,119000,595,4760000
24/02/2019,02:00:00,Pertunia,After Drumfilter,5000,5,0.005,All species,107,4 280,21 400,107000,535,4280000
23/02/2019,16:22:00,Lorna,Primary sump,5000,5,0.005,Polyedrum,105,4 200,21 000,105000,525,4200000
01/04/2019,10:00:00,Lorna,Primary sump,5000,5,0.005,HAB Total Count,103,4 120,20 600,103000,515,4120000
23/02/2019,13:07:00,Lorna,After Drumfilter,5000,5,0.005,P. conicum,101,4 040,20 200,101000,505,4040000
01/04/2019,15:00:00,Lorna,Primary sump,5000,5,0.005,HAB Total Count,101,4 040,20 200,101000,505,4040000
03/04/2019,17:00:00,Pertunia,After Drumfilter,5000,5,0.005,Prorocentrum micans,99,3 960,19 800,99000,495,3960000
23/02/2019,13:07:00,Lorna,After Drumfilter,5000,5,0.005,C. furca,97,3 880,19 400,97000,485,3880000
01/04/2019,14:00:00,Lorna,After Drumfilter,5000,5,0.005,HAB Total Count,83,3 320,16 600,83000,415,3320000
03/04/2019,17:00:00,Pertunia,After Drumfilter,5000,5,0.005,Lingulodinium polyedrum,83,3 320,16 600,83000,415,3320000
03/04/2019,11:00:00,Lorna,Primary sump,5000,5,0.005,Prorocentrum micans,80,3 200,16 000,80000,400,3200000
23/02/2019,14:30:00,Lorna,Primary sump,5000,5,0.005,C. furca,80,3 200,16 000,80000,400,3200000
03/04/2019,21:30:00,Sarah,Primary sump,5000,5,0.005,Lingulodinium polyedrum,76,3 040,15 200,76000,380,3040000
03/04/2019,21:30:00,Sarah,Primary sump,5000,5,0.005,Prorocentrum micans,76,3 040,15 200,76000,380,3040000
23/02/2019,14:30:00,Lorna,Primary sump,5000,5,0.005,P. conicum,75,3 000,15 000,75000,375,3000000
01/04/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,HAB Total Count,67,2 680,13 400,67000,335,2680000
12/04/2019,07:45:00,Lorna,Primary sump,5000,5,0.005,Ceratium fusus,66,2 640,13 200,66000,330,2640000
02/04/2019,07:45:00,Lorna,After Drumfilter,5000,5,0.005,HAB Total Count,59,2 360,11 800,59000,295,2360000
23/02/2019,13:07:00,Lorna,After Drumfilter,5000,5,0.005,Oceanicum,59,2 360,11 800,59000,295,2360000
23/02/2019,15:05:00,Lorna,After Drumfilter,5000,5,0.005,Polyedrum,52,2 080,10 400,52000,260,2080000
23/02/2019,15:42:00,Lorna,After Drumfilter,5000,5,0.005,Polyedrum,43,1 720,8 600,43000,215,1720000
23/02/2019,16:22:00,Lorna,Primary sump,5000,5,0.005,Diatoms,43,1 720,8 600,43000,215,1720000
26/02/2019,19:00:00,Pertunia,Nursery under roof,5000,5,0.005,All species,43,1 720,8 600,43000,215,1720000
26/02/2019,20:00:00,Pertunia,Bergsig effluent,5000,5,0.005,All species,43,1 720,8 600,43000,215,1720000
01/04/2019,15:00:00,Lorna,After Drumfilter,5000,5,0.005,HAB Total Count,42,1 680,8 400,42000,210,1680000
03/04/2019,11:00:00,Lorna,Primary sump,5000,5,0.005,Lingulodinium polyedrum,40,1 600,8 000,40000,200,1600000
23/02/2019,16:27:00,Lorna,After Drumfilter,5000,5,0.005,Polyedrum,40,1 600,8 000,40000,200,1600000
03/04/2019,11:00:00,Lorna,Primary sump,5000,5,0.005,Ceratium furca,39,1 560,7 800,39000,195,1560000
26/02/2019,19:00:00,Pertunia,Settlement outside,5000,5,0.005,All species,36,1 440,7 200,36000,180,1440000
26/02/2019,20:00:00,Pertunia,Seaview effluent,5000,5,0.005,All species,36,1 440,7 200,36000,180,1440000
23/02/2019,16:22:00,Lorna,Primary sump,5000,5,0.005,P. conicum,33,1 320,6 600,33000,165,1320000
02/04/2019,07:45:00,Lorna,Primary sump,5000,5,0.005,HAB Total Count,32,1 280,6 400,32000,160,1280000
04/04/2019,21:45:00,Sarah,After Drumfilter,5000,5,0.005,Prorocentrum micans,32,1 280,6 400,32000,160,1280000
01/04/2019,22:00:00,Sarah,Primary sump,5000,5,0.005,HAB Total Count,32,1 280,6 400,32000,160,1280000
21/02/2019,14:10:00,Sarah,After Drumfilter,5000,5,0.005,All species,28,1 120,5 600,28000,140,1120000
04/04/2019,21:45:00,Sarah,Primary sump,5000,5,0.005,Prorocentrum micans,28,1 120,5 600,28000,140,1120000
01/04/2019,18:00:00,Sarah,After Drumfilter,5000,5,0.005,HAB Total Count,27,1 080,5 400,27000,135,1080000
04/04/2019,21:45:00,Sarah,After Drumfilter,5000,5,0.005,Lingulodinium polyedrum,26,1 040,5 200,26000,130,1040000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,Oceanicum,24,960,4 800,24000,120,960000
04/04/2019,21:45:00,Sarah,Primary sump,5000,5,0.005,Lingulodinium polyedrum,24,960,4 800,24000,120,960000
01/04/2019,22:00:00,Sarah,After Drumfilter,5000,5,0.005,HAB Total Count,24,960,4 800,24000,120,960000
03/04/2019,17:00:00,Pertunia,After Drumfilter,5000,5,0.005,Ceratium furca,23,920,4 600,23000,115,920000
01/04/2019,20:00:00,Sarah,Primary sump,5000,5,0.005,HAB Total Count,23,920,4 600,23000,115,920000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,others,22,880,4 400,22000,110,880000
12/04/2019,07:45:00,Lorna,Primary sump,5000,5,0.005,Lingulodinium polyedrum,21,840,4 200,21000,105,840000
23/02/2019,16:22:00,Lorna,Primary sump,5000,5,0.005,C. furca,21,840,4 200,21000,105,840000
28/03/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,Lingulodinium polyedrum,21,840,4 200,21000,105,840000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,Diabolum,20,800,4 000,20000,100,800000
23/02/2019,15:42:00,Lorna,After Drumfilter,5000,5,0.005,Diatoms,20,800,4 000,20000,100,800000
23/02/2019,16:22:00,Lorna,Primary sump,5000,5,0.005,Diabolum,20,800,4 000,20000,100,800000
03/04/2019,21:30:00,Sarah,Primary sump,5000,5,0.005,Ceratium furca,19,760,3 800,19000,95,760000
28/03/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,Prorocentrum micans,17,680,3 400,17000,85,680000
23/02/2019,15:42:00,Lorna,After Drumfilter,5000,5,0.005,P. conicum,14,560,2 800,14000,70,560000
12/04/2019,07:45:00,Lorna,Primary sump,5000,5,0.005,Protoperidinium conicum,13,520,2 600,13000,65,520000
28/03/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,Ceratium furca,13,520,2 600,13000,65,520000
23/02/2019,15:05:00,Lorna,After Drumfilter,5000,5,0.005,G. polygramma,12,480,2 400,12000,60,480000
12/04/2019,07:45:00,Lorna,Primary sump,5000,5,0.005,Ceratium furca,9,360,1 800,9000,45,360000
23/02/2019,14:30:00,Lorna,Primary sump,5000,5,0.005,Diatoms,9,360,1 800,9000,45,360000
01/04/2019,20:00:00,Sarah,After Drumfilter,5000,5,0.005,HAB Total Count,9,360,1 800,9000,45,360000
23/02/2019,15:42:00,Lorna,After Drumfilter,5000,5,0.005,Diabolum,8,320,1 600,8000,40,320000
23/02/2019,13:05:00,Lorna,Primary sump,5000,5,0.005,C. fusus,7,280,1 400,7000,35,280000
26/02/2019,22:30:00,Pertunia,After Drumfilter,5000,5,0.005,Cysts,6,240,1 200,6000,30,240000
23/02/2019,16:27:00,Lorna,After Drumfilter,5000,5,0.005,P. conicum,5,200,1 000,5000,25,200000
28/03/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,Protoperidinium diabolum,5,200,1 000,5000,25,200000
04/04/2019,21:45:00,Sarah,After Drumfilter,5000,5,0.005,Ceratium furca,5,200,1 000,5000,25,200000
23/02/2019,15:05:00,Lorna,After Drumfilter,5000,5,0.005,G. polygramma,4,160,800,4000,20,160000
04/04/2019,21:45:00,Sarah,Primary sump,5000,5,0.005,Ceratium furca,4,160,800,4000,20,160000
23/02/2019,15:05:00,Lorna,After Drumfilter,5000,5,0.005,C. furca,3,120,600,3000,15,120000
23/02/2019,15:42:00,Lorna,After Drumfilter,5000,5,0.005,C. fusus,2,80,400,2000,10,80000
28/03/2019,18:00:00,Sarah,Primary sump,5000,5,0.005,Protoperidinium conicum,2,80,400,2000,10,80000
26/02/2019,20:00:00,Pertunia,After Drumfilter,5000,5,0.005,Cysts,2,80,400,2000,10,80000
23/02/2019,16:27:00,Lorna,After Drumfilter,5000,5,0.005,C. furca,1,40,200,1000,5,40000
26/02/2019,07:45:00,Sarah,kelpcatcher,5000,4,0.004,All species,986,49 300,246 500,1232500,4930,61625000
21/03/2019,16:30:00,Sarah,After Drumfilter,5000,3,0.003,All species,7 352,490 133,2 450 667,12253333.33,36760,816888333.3
26/02/2019,13:30:00,Sarah,Primary sump,5000,3,0.003,All species,1 124,74 933,374 667,1873333.333,5620,124888333.3
08/03/2019,19:30:00,Pertunia,After Drumfilter,5000,2,0.002,All species,3 248,324 800,1 624 000,8120000,16240,812000000
30/03/2019,10:00:00,Lorna,Primary sump,5000,2,0.002,HAB Total Count,990,99 000,495 000,2475000,4950,247500000
27/02/2019,11:00:00,Sarah,After Drumfilter,5000,2,0.002,All species,908,90 800,454 000,2270000,4540,227000000
21/02/2019,09:00:00,Sarah,Primary sump,5000,2,0.002,All species,814,81 400,407 000,2035000,4070,203500000
21/02/2019,12:30:00,Sarah,Primary sump,5000,2,0.002,All species,768,76 800,384 000,1920000,3840,192000000
22/02/2019,00:00:00,Pertunia,Primary sump,5000,2,0.002,All species,650,65 000,325 000,1625000,3250,162500000
30/03/2019,10:00:00,Lorna,After Drumfilter,5000,2,0.002,HAB Total Count,175,17 500,87 500,437500,875,43750000
30/03/2019,09:00:00,Lorna,Primary sump,5000,2,0.002,HAB Total Count,108,10 800,54 000,270000,540,27000000
30/03/2019,09:00:00,Lorna,After Drumfilter,5000,2,0.002,HAB Total Count,98,9 800,49 000,245000,490,24500000
29/07/2019,08:00:00,Lorna,Primary sump,5000,2,0.002,Coscinodiscus Granii,2,200,1 000,5000,10,500000
24/03/2019,20:00:00,Pertunia,Primary sump sump,5000,1,0.001,All species,1 250,250 000,1 250 000,6250000,6250,1250000000
24/03/2019,20:00:00,Pertunia,Primary sump sump,5000,1,0.001,All species,1 150,230 000,1 150 000,5750000,5750,1150000000
20/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,1 060,212 000,1 060 000,5300000,5300,1060000000
21/03/2019,20:00:00,Pertunia,Kelpcatchers,5000,1,0.001,All species,870,174 000,870 000,4350000,4350,870000000
24/03/2019,21:00:00,Pertunia,Primary sump sump,5000,1,0.001,All species,700,140 000,700 000,3500000,3500,700000000
19/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,496,99 200,496 000,2480000,2480,496000000
23/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,219,43 800,219 000,1095000,1095,219000000
25/03/2019,01:00:00,Pertunia,After Drumfilter,5000,1,0.001,All species,172,34 400,172 000,860000,860,172000000
25/03/2019,07:30:00,Lorna,Primary sump sump,5000,1,0.001,All species,120,24 000,120 000,600000,600,120000000
08/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,112,22 400,112 000,560000,560,112000000
22/05/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,93,18 600,93 000,465000,465,93000000
26/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,81,16 200,81 000,405000,405,81000000
20/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,68,13 600,68 000,340000,340,68000000
25/05/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium  Fusus,63,12 600,63 000,315000,315,63000000
03/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,45,9 000,45 000,225000,225,45000000
08/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,43,8 600,43 000,215000,215,43000000
09/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,43,8 600,43 000,215000,215,43000000
01/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,39,7 800,39 000,195000,195,39000000
04/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,38,7 600,38 000,190000,190,38000000
19/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,37,7 400,37 000,185000,185,37000000
24/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,37,7 400,37 000,185000,185,37000000
30/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,36,7 200,36 000,180000,180,36000000
19/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,34,6 800,34 000,170000,170,34000000
03/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,33,6 600,33 000,165000,165,33000000
07/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,32,6 400,32 000,160000,160,32000000
01/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,31,6 200,31 000,155000,155,31000000
02/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,31,6 200,31 000,155000,155,31000000
19/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Chaetoceros sp.,28,5 600,28 000,140000,140,28000000
09/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,28,5 600,28 000,140000,140,28000000
26/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,27,5 400,27 000,135000,135,27000000
08/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,26,5 200,26 000,130000,130,26000000
26/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,25,5 000,25 000,125000,125,25000000
23/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,22,4 400,22 000,110000,110,22000000
14/12/2019,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,21,4 200,21 000,105000,105,21000000
23/05/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,21,4 200,21 000,105000,105,21000000
02/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,21,4 200,21 000,105000,105,21000000
23/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,21,4 200,21 000,105000,105,21000000
08/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,19,3 800,19 000,95000,95,19000000
09/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,19,3 800,19 000,95000,95,19000000
15/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,18,3 600,18 000,90000,90,18000000
19/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,18,3 600,18 000,90000,90,18000000
31/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,18,3 600,18 000,90000,90,18000000
05/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,17,3 400,17 000,85000,85,17000000
24/05/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,17,3 400,17 000,85000,85,17000000
27/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell,17,3 400,17 000,85000,85,17000000
28/09/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,17,3 400,17 000,85000,85,17000000
09/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,16,3 200,16 000,80000,80,16000000
25/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,16,3 200,16 000,80000,80,16000000
18/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Chaetoceros sp.,15,3 000,15 000,75000,75,15000000
06/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,15,3 000,15 000,75000,75,15000000
19/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,15,3 000,15 000,75000,75,15000000
21/05/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,15,3 000,15 000,75000,75,15000000
29/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,15,3 000,15 000,75000,75,15000000
01/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,14,2 800,14 000,70000,70,14000000
02/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,14,2 800,14 000,70000,70,14000000
18/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,14,2 800,14 000,70000,70,14000000
26/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,14,2 800,14 000,70000,70,14000000
28/09/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp.,14,2 800,14 000,70000,70,14000000
05/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,13,2 600,13 000,65000,65,13000000
07/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,13,2 600,13 000,65000,65,13000000
08/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis,13,2 600,13 000,65000,65,13000000
19/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca,13,2 600,13 000,65000,65,13000000
20/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca,13,2 600,13 000,65000,65,13000000
30/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,13,2 600,13 000,65000,65,13000000
21/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,12,2 400,12 000,60000,60,12000000
22/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Chaetoceros sp.,12,2 400,12 000,60000,60,12000000
24/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis,12,2 400,12 000,60000,60,12000000
22/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,12,2 400,12 000,60000,60,12000000
25/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protocentrum micans,12,2 400,12 000,60000,60,12000000
27/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,12,2 400,12 000,60000,60,12000000
28/09/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,12,2 400,12 000,60000,60,12000000
31/07/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,12,2 400,12 000,60000,60,12000000
22/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,11,2 200,11 000,55000,55,11000000
01/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,11,2 200,11 000,55000,55,11000000
03/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,11,2 200,11 000,55000,55,11000000
01/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,10,2 000,10 000,50000,50,10000000
18/01/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,10,2 000,10 000,50000,50,10000000
10/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,10,2 000,10 000,50000,50,10000000
22/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,10,2 000,10 000,50000,50,10000000
23/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca,10,2 000,10 000,50000,50,10000000
11/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Ceratium fusus,9,1 800,9 000,45000,45,9000000
20/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,9,1 800,9 000,45000,45,9000000
22/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,9,1 800,9 000,45000,45,9000000
22/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,9,1 800,9 000,45000,45,9000000
23/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,9,1 800,9 000,45000,45,9000000
04/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Octactis sp.,8,1 600,8 000,40000,40,8000000
06/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,8,1 600,8 000,40000,40,8000000
20/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,8,1 600,8 000,40000,40,8000000
20/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,8,1 600,8 000,40000,40,8000000
22/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Rhizosolenia sp.,8,1 600,8 000,40000,40,8000000
28/06/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca,8,1 600,8 000,40000,40,8000000
28/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,8,1 600,8 000,40000,40,8000000
02/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,8,1 600,8 000,40000,40,8000000
08/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,8,1 600,8 000,40000,40,8000000
13/07/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,8,1 600,8 000,40000,40,8000000
20/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia,8,1 600,8 000,40000,40,8000000
20/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum,8,1 600,8 000,40000,40,8000000
25/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,8,1 600,8 000,40000,40,8000000
26/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,8,1 600,8 000,40000,40,8000000
30/05/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,8,1 600,8 000,40000,40,8000000
03/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,7,1 400,7 000,35000,35,7000000
10/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,7,1 400,7 000,35000,35,7000000
11/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Noctiluca scintillans,7,1 400,7 000,35000,35,7000000
12/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Ceratium Furca,7,1 400,7 000,35000,35,7000000
21/08/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,7,1 400,7 000,35000,35,7000000
21/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis,7,1 400,7 000,35000,35,7000000
22/12/2017,08:00:00,Pertunia,Primary sump,5000,1,0.001,Noctiluca scintillans,7,1 400,7 000,35000,35,7000000
23/03/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,7,1 400,7 000,35000,35,7000000
24/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis,7,1 400,7 000,35000,35,7000000
25/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Dinophysis Fortii,7,1 400,7 000,35000,35,7000000
28/05/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,7,1 400,7 000,35000,35,7000000
01/03/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,7,1 400,7 000,35000,35,7000000
04/04/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,7,1 400,7 000,35000,35,7000000
04/10/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,7,1 400,7 000,35000,35,7000000
05/04/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,7,1 400,7 000,35000,35,7000000
09/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,7,1 400,7 000,35000,35,7000000
16/03/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,7,1 400,7 000,35000,35,7000000
17/07/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,7,1 400,7 000,35000,35,7000000
19/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,7,1 400,7 000,35000,35,7000000
20/04/2018,08:00:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens,7,1 400,7 000,35000,35,7000000
28/06/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,7,1 400,7 000,35000,35,7000000
01/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,6,1 200,6 000,30000,30,6000000
06/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,6,1 200,6 000,30000,30,6000000
07/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,6,1 200,6 000,30000,30,6000000
08/06/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus,6,1 200,6 000,30000,30,6000000
09/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Noctiluca scintillans,6,1 200,6 000,30000,30,6000000
10/01/2018,08:00:00,Pertunia,Primary sump,5000,1,0.001,Protoperidinium divergens,6,1 200,6 000,30000,30,6000000
12/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,6,1 200,6 000,30000,30,6000000
15/12/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,6,1 200,6 000,30000,30,6000000
20/11/2017,08:00:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,6,1 200,6 000,30000,30,6000000
26/09/2018,08:00:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,6,1 200,6 000,30000,30,6000000
